srid,proj4text,srtext,sqkm
27397,"+proj=tmerc +lat_0=58 +lon_0=14.16666666666667 +k=1 +x_0=0 +y_0=0 +a=6377492.018 +b=6356173.508712696 +towgs84=278.3,93,474.5,7.889,0.05,-6.61,6.21 +pm=oslo +units=m +no_defs ","PROJCS[""NGO 1948 (Oslo) / NGO zone VII"",GEOGCS[""NGO 1948 (Oslo)"",DATUM[""NGO_1948_Oslo"",SPHEROID[""Bessel Modified"",6377492.018,299.1528128,AUTHORITY[""EPSG"",""7005""]],TOWGS84[278.3,93,474.5,7.889,0.05,-6.61,6.21],AUTHORITY[""EPSG"",""6817""]],PRIMEM[""Oslo"",10.72291666666667,AUTHORITY[""EPSG"",""8913""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4817""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",58],PARAMETER[""central_meridian"",14.16666666666667],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""27397""],AXIS[""x"",NORTH],AXIS[""y"",EAST]]",2.23587481728827e-08
27398,"+proj=tmerc +lat_0=58 +lon_0=18.33333333333333 +k=1 +x_0=0 +y_0=0 +a=6377492.018 +b=6356173.508712696 +towgs84=278.3,93,474.5,7.889,0.05,-6.61,6.21 +pm=oslo +units=m +no_defs ","PROJCS[""NGO 1948 (Oslo) / NGO zone VIII"",GEOGCS[""NGO 1948 (Oslo)"",DATUM[""NGO_1948_Oslo"",SPHEROID[""Bessel Modified"",6377492.018,299.1528128,AUTHORITY[""EPSG"",""7005""]],TOWGS84[278.3,93,474.5,7.889,0.05,-6.61,6.21],AUTHORITY[""EPSG"",""6817""]],PRIMEM[""Oslo"",10.72291666666667,AUTHORITY[""EPSG"",""8913""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4817""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",58],PARAMETER[""central_meridian"",18.33333333333333],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""27398""],AXIS[""x"",NORTH],AXIS[""y"",EAST]]",2.23587585929209e-08
27429,"+proj=utm +zone=29 +ellps=intl +towgs84=-223.237,110.193,36.649,0,0,0,0 +units=m +no_defs ","PROJCS[""Datum 73 / UTM zone 29N"",GEOGCS[""Datum 73"",DATUM[""Datum_73"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[-223.237,110.193,36.649,0,0,0,0],AUTHORITY[""EPSG"",""6274""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4274""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-9],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""27429""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22382623974517e-08
27493,"+proj=tmerc +lat_0=39.66666666666666 +lon_0=-8.131906111111112 +k=1 +x_0=180.598 +y_0=-86.98999999999999 +ellps=intl +towgs84=-223.237,110.193,36.649,0,0,0,0 +units=m +no_defs ","PROJCS[""Datum 73 / Modified Portuguese Grid"",GEOGCS[""Datum 73"",DATUM[""Datum_73"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[-223.237,110.193,36.649,0,0,0,0],AUTHORITY[""EPSG"",""6274""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4274""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",39.66666666666666],PARAMETER[""central_meridian"",-8.131906111111112],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",180.598],PARAMETER[""false_northing"",-86.99],AUTHORITY[""EPSG"",""27493""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",2.23580781890335e-08
27500,+proj=lcc +lat_1=49.50000000000001 +lat_0=49.50000000000001 +lon_0=5.399999999999999 +k_0=0.99950908 +x_0=500000 +y_0=300000 +a=6376523 +b=6355862.933255573 +pm=2.337208333333333 +units=m +no_defs ,"PROJCS[""ATF (Paris) / Nord de Guerre"",GEOGCS[""ATF (Paris)"",DATUM[""Ancienne_Triangulation_Francaise_Paris"",SPHEROID[""Plessis 1817"",6376523,308.64,AUTHORITY[""EPSG"",""7027""]],AUTHORITY[""EPSG"",""6901""]],PRIMEM[""Paris RGS"",2.337208333333333,AUTHORITY[""EPSG"",""8914""]],UNIT[""grad"",0.01570796326794897,AUTHORITY[""EPSG"",""9105""]],AUTHORITY[""EPSG"",""4901""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_1SP""],PARAMETER[""latitude_of_origin"",55],PARAMETER[""central_meridian"",5.999999999999998],PARAMETER[""scale_factor"",0.99950908],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",300000],AUTHORITY[""EPSG"",""27500""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",2.23362087893634e-08
27561,"+proj=lcc +lat_1=49.50000000000001 +lat_0=49.50000000000001 +lon_0=0 +k_0=0.999877341 +x_0=600000 +y_0=200000 +a=6378249.2 +b=6356515 +towgs84=-168,-60,320,0,0,0,0 +pm=paris +units=m +no_defs ","PROJCS[""NTF (Paris) / Lambert Nord France"",GEOGCS[""NTF (Paris)"",DATUM[""Nouvelle_Triangulation_Francaise_Paris"",SPHEROID[""Clarke 1880 (IGN)"",6378249.2,293.4660212936265,AUTHORITY[""EPSG"",""7011""]],TOWGS84[-168,-60,320,0,0,0,0],AUTHORITY[""EPSG"",""6807""]],PRIMEM[""Paris"",2.33722917,AUTHORITY[""EPSG"",""8903""]],UNIT[""grad"",0.01570796326794897,AUTHORITY[""EPSG"",""9105""]],AUTHORITY[""EPSG"",""4807""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_1SP""],PARAMETER[""latitude_of_origin"",55],PARAMETER[""central_meridian"",0],PARAMETER[""scale_factor"",0.999877341],PARAMETER[""false_easting"",600000],PARAMETER[""false_northing"",200000],AUTHORITY[""EPSG"",""27561""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",2.23345411459843e-08
27562,"+proj=lcc +lat_1=46.8 +lat_0=46.8 +lon_0=0 +k_0=0.99987742 +x_0=600000 +y_0=200000 +a=6378249.2 +b=6356515 +towgs84=-168,-60,320,0,0,0,0 +pm=paris +units=m +no_defs ","PROJCS[""NTF (Paris) / Lambert Centre France"",GEOGCS[""NTF (Paris)"",DATUM[""Nouvelle_Triangulation_Francaise_Paris"",SPHEROID[""Clarke 1880 (IGN)"",6378249.2,293.4660212936265,AUTHORITY[""EPSG"",""7011""]],TOWGS84[-168,-60,320,0,0,0,0],AUTHORITY[""EPSG"",""6807""]],PRIMEM[""Paris"",2.33722917,AUTHORITY[""EPSG"",""8903""]],UNIT[""grad"",0.01570796326794897,AUTHORITY[""EPSG"",""9105""]],AUTHORITY[""EPSG"",""4807""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_1SP""],PARAMETER[""latitude_of_origin"",52],PARAMETER[""central_meridian"",0],PARAMETER[""scale_factor"",0.99987742],PARAMETER[""false_easting"",600000],PARAMETER[""false_northing"",200000],AUTHORITY[""EPSG"",""27562""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",2.23351671623317e-08
27563,"+proj=lcc +lat_1=44.10000000000001 +lat_0=44.10000000000001 +lon_0=0 +k_0=0.999877499 +x_0=600000 +y_0=200000 +a=6378249.2 +b=6356515 +towgs84=-168,-60,320,0,0,0,0 +pm=paris +units=m +no_defs ","PROJCS[""NTF (Paris) / Lambert Sud France"",GEOGCS[""NTF (Paris)"",DATUM[""Nouvelle_Triangulation_Francaise_Paris"",SPHEROID[""Clarke 1880 (IGN)"",6378249.2,293.4660212936265,AUTHORITY[""EPSG"",""7011""]],TOWGS84[-168,-60,320,0,0,0,0],AUTHORITY[""EPSG"",""6807""]],PRIMEM[""Paris"",2.33722917,AUTHORITY[""EPSG"",""8903""]],UNIT[""grad"",0.01570796326794897,AUTHORITY[""EPSG"",""9105""]],AUTHORITY[""EPSG"",""4807""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_1SP""],PARAMETER[""latitude_of_origin"",49],PARAMETER[""central_meridian"",0],PARAMETER[""scale_factor"",0.999877499],PARAMETER[""false_easting"",600000],PARAMETER[""false_northing"",200000],AUTHORITY[""EPSG"",""27563""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",2.23357333994317e-08
27564,"+proj=lcc +lat_1=42.16500000000001 +lat_0=42.16500000000001 +lon_0=0 +k_0=0.99994471 +x_0=234.358 +y_0=185861.369 +a=6378249.2 +b=6356515 +towgs84=-168,-60,320,0,0,0,0 +pm=paris +units=m +no_defs ","PROJCS[""NTF (Paris) / Lambert Corse"",GEOGCS[""NTF (Paris)"",DATUM[""Nouvelle_Triangulation_Francaise_Paris"",SPHEROID[""Clarke 1880 (IGN)"",6378249.2,293.4660212936265,AUTHORITY[""EPSG"",""7011""]],TOWGS84[-168,-60,320,0,0,0,0],AUTHORITY[""EPSG"",""6807""]],PRIMEM[""Paris"",2.33722917,AUTHORITY[""EPSG"",""8903""]],UNIT[""grad"",0.01570796326794897,AUTHORITY[""EPSG"",""9105""]],AUTHORITY[""EPSG"",""4807""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_1SP""],PARAMETER[""latitude_of_origin"",46.85],PARAMETER[""central_meridian"",0],PARAMETER[""scale_factor"",0.99994471],PARAMETER[""false_easting"",234.358],PARAMETER[""false_northing"",185861.369],AUTHORITY[""EPSG"",""27564""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",2.23418098953926e-08
27571,"+proj=lcc +lat_1=49.50000000000001 +lat_0=49.50000000000001 +lon_0=0 +k_0=0.999877341 +x_0=600000 +y_0=1200000 +a=6378249.2 +b=6356515 +towgs84=-168,-60,320,0,0,0,0 +pm=paris +units=m +no_defs ","PROJCS[""NTF (Paris) / Lambert zone I"",GEOGCS[""NTF (Paris)"",DATUM[""Nouvelle_Triangulation_Francaise_Paris"",SPHEROID[""Clarke 1880 (IGN)"",6378249.2,293.4660212936265,AUTHORITY[""EPSG"",""7011""]],TOWGS84[-168,-60,320,0,0,0,0],AUTHORITY[""EPSG"",""6807""]],PRIMEM[""Paris"",2.33722917,AUTHORITY[""EPSG"",""8903""]],UNIT[""grad"",0.01570796326794897,AUTHORITY[""EPSG"",""9105""]],AUTHORITY[""EPSG"",""4807""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_1SP""],PARAMETER[""latitude_of_origin"",55],PARAMETER[""central_meridian"",0],PARAMETER[""scale_factor"",0.999877341],PARAMETER[""false_easting"",600000],PARAMETER[""false_northing"",1200000],AUTHORITY[""EPSG"",""27571""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",2.16069064675487e-08
27572,"+proj=lcc +lat_1=46.8 +lat_0=46.8 +lon_0=0 +k_0=0.99987742 +x_0=600000 +y_0=2200000 +a=6378249.2 +b=6356515 +towgs84=-168,-60,320,0,0,0,0 +pm=paris +units=m +no_defs ","PROJCS[""NTF (Paris) / Lambert zone II"",GEOGCS[""NTF (Paris)"",DATUM[""Nouvelle_Triangulation_Francaise_Paris"",SPHEROID[""Clarke 1880 (IGN)"",6378249.2,293.4660212936265,AUTHORITY[""EPSG"",""7011""]],TOWGS84[-168,-60,320,0,0,0,0],AUTHORITY[""EPSG"",""6807""]],PRIMEM[""Paris"",2.33722917,AUTHORITY[""EPSG"",""8903""]],UNIT[""grad"",0.01570796326794897,AUTHORITY[""EPSG"",""9105""]],AUTHORITY[""EPSG"",""4807""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_1SP""],PARAMETER[""latitude_of_origin"",52],PARAMETER[""central_meridian"",0],PARAMETER[""scale_factor"",0.99987742],PARAMETER[""false_easting"",600000],PARAMETER[""false_northing"",2200000],AUTHORITY[""EPSG"",""27572""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",2.00816119683609e-08
27573,"+proj=lcc +lat_1=44.10000000000001 +lat_0=44.10000000000001 +lon_0=0 +k_0=0.999877499 +x_0=600000 +y_0=3200000 +a=6378249.2 +b=6356515 +towgs84=-168,-60,320,0,0,0,0 +pm=paris +units=m +no_defs ","PROJCS[""NTF (Paris) / Lambert zone III"",GEOGCS[""NTF (Paris)"",DATUM[""Nouvelle_Triangulation_Francaise_Paris"",SPHEROID[""Clarke 1880 (IGN)"",6378249.2,293.4660212936265,AUTHORITY[""EPSG"",""7011""]],TOWGS84[-168,-60,320,0,0,0,0],AUTHORITY[""EPSG"",""6807""]],PRIMEM[""Paris"",2.33722917,AUTHORITY[""EPSG"",""8903""]],UNIT[""grad"",0.01570796326794897,AUTHORITY[""EPSG"",""9105""]],AUTHORITY[""EPSG"",""4807""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_1SP""],PARAMETER[""latitude_of_origin"",49],PARAMETER[""central_meridian"",0],PARAMETER[""scale_factor"",0.999877499],PARAMETER[""false_easting"",600000],PARAMETER[""false_northing"",3200000],AUTHORITY[""EPSG"",""27573""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",1.80199410227358e-08
27574,"+proj=lcc +lat_1=42.16500000000001 +lat_0=42.16500000000001 +lon_0=0 +k_0=0.99994471 +x_0=234.358 +y_0=4185861.369 +a=6378249.2 +b=6356515 +towgs84=-168,-60,320,0,0,0,0 +pm=paris +units=m +no_defs ","PROJCS[""NTF (Paris) / Lambert zone IV"",GEOGCS[""NTF (Paris)"",DATUM[""Nouvelle_Triangulation_Francaise_Paris"",SPHEROID[""Clarke 1880 (IGN)"",6378249.2,293.4660212936265,AUTHORITY[""EPSG"",""7011""]],TOWGS84[-168,-60,320,0,0,0,0],AUTHORITY[""EPSG"",""6807""]],PRIMEM[""Paris"",2.33722917,AUTHORITY[""EPSG"",""8903""]],UNIT[""grad"",0.01570796326794897,AUTHORITY[""EPSG"",""9105""]],AUTHORITY[""EPSG"",""4807""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_1SP""],PARAMETER[""latitude_of_origin"",46.85],PARAMETER[""central_meridian"",0],PARAMETER[""scale_factor"",0.99994471],PARAMETER[""false_easting"",234.358],PARAMETER[""false_northing"",4185861.369],AUTHORITY[""EPSG"",""27574""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",1.57717845109242e-08
27700,"+proj=tmerc +lat_0=49 +lon_0=-2 +k=0.9996012717 +x_0=400000 +y_0=-100000 +ellps=airy +towgs84=446.448,-125.157,542.06,0.15,0.247,0.842,-20.489 +units=m +no_defs ","PROJCS[""OSGB 1936 / British National Grid"",GEOGCS[""OSGB 1936"",DATUM[""OSGB_1936"",SPHEROID[""Airy 1830"",6377563.396,299.3249646,AUTHORITY[""EPSG"",""7001""]],TOWGS84[446.448,-125.157,542.06,0.15,0.247,0.842,-20.489],AUTHORITY[""EPSG"",""6277""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4277""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",49],PARAMETER[""central_meridian"",-2],PARAMETER[""scale_factor"",0.9996012717],PARAMETER[""false_easting"",400000],PARAMETER[""false_northing"",-100000],AUTHORITY[""EPSG"",""27700""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22872122602852e-08
28191,"+proj=cass +lat_0=31.73409694444445 +lon_0=35.21208055555556 +x_0=170251.555 +y_0=126867.909 +a=6378300.789 +b=6356566.435 +towgs84=-275.722,94.7824,340.894,-8.001,-4.42,-11.821,1 +units=m +no_defs ","PROJCS[""Palestine 1923 / Palestine Grid"",GEOGCS[""Palestine 1923"",DATUM[""Palestine_1923"",SPHEROID[""Clarke 1880 (Benoit)"",6378300.789,293.4663155389802,AUTHORITY[""EPSG"",""7010""]],TOWGS84[-275.722,94.7824,340.894,-8.001,-4.42,-11.821,1],AUTHORITY[""EPSG"",""6281""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4281""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Cassini_Soldner""],PARAMETER[""latitude_of_origin"",31.73409694444445],PARAMETER[""central_meridian"",35.21208055555556],PARAMETER[""false_easting"",170251.555],PARAMETER[""false_northing"",126867.909],AUTHORITY[""EPSG"",""28191""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.23498038157049e-08
28192,"+proj=tmerc +lat_0=31.73409694444445 +lon_0=35.21208055555556 +k=1 +x_0=170251.555 +y_0=1126867.909 +a=6378300.789 +b=6356566.435 +towgs84=-275.722,94.7824,340.894,-8.001,-4.42,-11.821,1 +units=m +no_defs ","PROJCS[""Palestine 1923 / Palestine Belt"",GEOGCS[""Palestine 1923"",DATUM[""Palestine_1923"",SPHEROID[""Clarke 1880 (Benoit)"",6378300.789,293.4663155389802,AUTHORITY[""EPSG"",""7010""]],TOWGS84[-275.722,94.7824,340.894,-8.001,-4.42,-11.821,1],AUTHORITY[""EPSG"",""6281""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4281""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",31.73409694444445],PARAMETER[""central_meridian"",35.21208055555556],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",170251.555],PARAMETER[""false_northing"",1126867.909],AUTHORITY[""EPSG"",""28192""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.2341898664449e-08
28193,"+proj=cass +lat_0=31.73409694444445 +lon_0=35.21208055555556 +x_0=170251.555 +y_0=1126867.909 +a=6378300.789 +b=6356566.435 +towgs84=-275.722,94.7824,340.894,-8.001,-4.42,-11.821,1 +units=m +no_defs ","PROJCS[""Palestine 1923 / Israeli CS Grid"",GEOGCS[""Palestine 1923"",DATUM[""Palestine_1923"",SPHEROID[""Clarke 1880 (Benoit)"",6378300.789,293.4663155389802,AUTHORITY[""EPSG"",""7010""]],TOWGS84[-275.722,94.7824,340.894,-8.001,-4.42,-11.821,1],AUTHORITY[""EPSG"",""6281""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4281""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Cassini_Soldner""],PARAMETER[""latitude_of_origin"",31.73409694444445],PARAMETER[""central_meridian"",35.21208055555556],PARAMETER[""false_easting"",170251.555],PARAMETER[""false_northing"",1126867.909],AUTHORITY[""EPSG"",""28193""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.2349907967906e-08
28232,"+proj=utm +zone=32 +south +a=6378249.2 +b=6356515 +towgs84=-148,51,-291,0,0,0,0 +units=m +no_defs ","PROJCS[""Pointe Noire / UTM zone 32S"",GEOGCS[""Pointe Noire"",DATUM[""Congo_1960_Pointe_Noire"",SPHEROID[""Clarke 1880 (IGN)"",6378249.2,293.4660212936265,AUTHORITY[""EPSG"",""7011""]],TOWGS84[-148,51,-291,0,0,0,0],AUTHORITY[""EPSG"",""6282""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4282""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",9],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",10000000],AUTHORITY[""EPSG"",""28232""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",0
28404,"+proj=tmerc +lat_0=0 +lon_0=21 +k=1 +x_0=4500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / Gauss-Kruger zone 4"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",21],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",4500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""28404""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",1.40245142952016e-08
28405,"+proj=tmerc +lat_0=0 +lon_0=27 +k=1 +x_0=5500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / Gauss-Kruger zone 5"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",27],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",5500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""28405""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",1.13353428165255e-08
28406,"+proj=tmerc +lat_0=0 +lon_0=33 +k=1 +x_0=6500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / Gauss-Kruger zone 6"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",33],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",6500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""28406""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",8.81965855328435e-09
28407,"+proj=tmerc +lat_0=0 +lon_0=39 +k=1 +x_0=7500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / Gauss-Kruger zone 7"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",39],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",7500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""28407""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",6.51650260053933e-09
28408,"+proj=tmerc +lat_0=0 +lon_0=45 +k=1 +x_0=8500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / Gauss-Kruger zone 8"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",45],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",8500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""28408""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",4.15360816392155e-09
